name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Gobie céphalote,,Gobius cobitis,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gobius_cobitis_03-01-09_DSCF6562.jpg/120px-Gobius_cobitis_03-01-09_DSCF6562.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gobius_cobitis_03-01-09_DSCF6562.jpg/120px-Gobius_cobitis_03-01-09_DSCF6562.jpg,Gobius cobitis,,
Gobie léopard,,Thorogobius ephippiatus,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le Gobie léopard (Thorogobius ephippiatus) est un poisson marin démersal de la famille des Gobiidés.,,
Gobie nageur,,Gobiusculus flavescens,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Pomatoschistus flavescens (Anciennement Gobiusculus flavescens), le Gobie nageur, est une espèce de poissons marins de la famille des Gobiidae. Il est semi-pélagique, contrairement à la plupart des gobies qui préfèrent rester près du fond, d'où son nom de Gobie nageur.",,
Gobie noir,,Gobius niger,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Gobius_niger_%28Stefano_Guerrieri%29.jpg/120px-Gobius_niger_%28Stefano_Guerrieri%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Gobius_niger_%28Stefano_Guerrieri%29.jpg/120px-Gobius_niger_%28Stefano_Guerrieri%29.jpg,"Gobius niger, le gobie noir, est une espèce de poissons osseux de l'ordre des Perciformes, de la famille des Gobiidae, et la sous-famille des Gobiinae.",,
Gobie paganel,,Gobius paganellus,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Gobius paganellus,,
Gobie tacheté,,Pomatoschistus microps,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/046-011_Pomatoschistus_microps.JPG/120px-046-011_Pomatoschistus_microps.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/046-011_Pomatoschistus_microps.JPG/120px-046-011_Pomatoschistus_microps.JPG,Pomatoschistus microps,,
Centrolabre,,Centrolabrus exoletus,,Labridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le centrolabre ou petite vieille, Centrolabrus exoletus, est une espèce de poissons marins appartenant à la famille des Labridae.",,
Crénilabre mélops,,Symphodus melops,,Labridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Symphodus_melops.jpg/120px-Symphodus_melops.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Symphodus_melops.jpg/120px-Symphodus_melops.jpg,Symphodus melops,,
Cténolabre,,Ctenolabrus rupestris,,Labridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Ctenolabrus rupestris,,
Vieille commune,,Labrus bergylta,,Labridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vieille.jpg/120px-Vieille.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vieille.jpg/120px-Vieille.jpg,Labrus bergylta,,
